Customer_ID,Customer_Status,Churn,Churn_Score,Churn_Category,Churn_Reason,Satisfaction_Score,CLTV,Age,Gender,Senior_Citizen,Tenure_in_Months,Contract,Monthly_Charge,Total_Charges,Total_Revenue,Internet_Service,Internet_Type,Phone_Service,Unlimited_Data,Avg_Monthly_GB_Download,Avg_Monthly_Long_Distance_Charges,City,State,Country,Payment_Method
3528-HFRIQ,Stayed,0,51,,,5,5491,73,Male,1,71,Month-to-Month,$52.30,"$3,765.05","$3,805.05",1,Cable,0,0,28,$0.00,Los Angeles,California,United States,Bank Withdrawal
4343-EJVQB,Stayed,0,51,,,4,2463,48,Male,0,7,Month-to-Month,$74.35,$533.60,$545.29,1,Fiber Optic,1,1,23,$1.67,Mariposa,California,United States,Credit Card
5025-GOOKI,Stayed,0,51,,,5,4277,46,Female,0,20,Month-to-Month,$18.90,$347.65,"$1,024.85",0,,1,0,0,$33.86,San Geronimo,California,United States,Credit Card
2159-TURXX,Stayed,0,51,,,4,2483,26,Male,0,5,Month-to-Month,$20.05,$95.55,$206.35,0,,1,0,0,$22.16,Weaverville,California,United States,Credit Card
8685-WHQPW,Churned,1,81,Competitor,Competitor had better devices,1,2407,79,Female,1,22,Month-to-Month,$74.40,"$1,692.60","$1,804.58",1,Fiber Optic,1,0,23,$5.09,San Diego,California,United States,Bank Withdrawal
2599-CZABP,Stayed,0,51,,,3,4612,57,Male,0,14,One Year,$44.60,$641.25,"$1,270.55",1,DSL,1,1,19,$44.95,Meridian,California,United States,Bank Withdrawal
1355-KUSBG,Stayed,0,51,,,4,4785,56,Female,0,7,Month-to-Month,$48.80,$349.80,$413.50,1,DSL,1,1,28,$9.10,Fall River Mills,California,United States,Bank Withdrawal
1163-VIPRI,Stayed,0,51,,,4,6087,22,Female,0,65,Two Year,$109.30,"$7,337.55","$8,198.80",1,Fiber Optic,1,1,47,$13.25,Garberville,California,United States,Bank Withdrawal
2114-MGINA,Churned,1,81,Attitude,Attitude of support person,1,4107,57,Female,0,14,Month-to-Month,$89.80,"$1,129.10","$1,273.30",1,Fiber Optic,1,1,29,$10.30,Rio Vista,California,United States,Credit Card
6719-OXYBR,Stayed,0,51,,,3,5559,41,Male,0,15,Month-to-Month,$85.30,"$1,219.85","$1,629.35",1,Fiber Optic,1,1,18,$27.30,California City,California,United States,Bank Withdrawal
3580-GICBM,Stayed,0,51,,,3,6201,56,Female,0,61,Two Year,$24.20,"$1,445.20","$3,570.44",0,,1,0,0,$34.84,Clovis,California,United States,Credit Card
0330-IVZHA,Churned,1,81,Attitude,Attitude of service provider,2,2969,55,Female,0,5,Month-to-Month,$69.95,$330.15,$415.55,1,Fiber Optic,1,1,10,$17.08,Anderson,California,United States,Bank Withdrawal
3774-VBNXY,Stayed,0,51,,,5,4557,23,Female,0,64,Two Year,$20.20,"$1,277.75","$3,597.11",0,,1,0,0,$36.24,Hawaiian Gardens,California,United States,Credit Card
5061-PBXFW,Stayed,0,51,,,3,2649,49,Female,0,32,Month-to-Month,$61.40,"$1,864.65","$3,357.77",1,DSL,1,1,17,$46.66,San Jose,California,United States,Bank Withdrawal
8207-DMRVL,Stayed,0,51,,,3,6158,47,Male,0,72,Two Year,$114.55,"$8,306.05","$9,900.53",1,Fiber Optic,1,0,58,$21.89,Yorba Linda,California,United States,Bank Withdrawal
8800-ZKRFW,Stayed,0,51,,,4,3094,62,Female,0,30,Month-to-Month,$107.50,"$3,242.50","$3,979.30",1,Fiber Optic,1,1,18,$24.56,Philo,California,United States,Bank Withdrawal
2208-NKVVH,Stayed,0,51,,,4,4432,60,Male,0,43,Two Year,$24.25,"$1,077.95","$1,198.78",0,,1,0,0,$2.81,Costa Mesa,California,United States,Credit Card
7762-ONLJY,Stayed,0,51,,,3,4122,62,Female,0,6,One Year,$19.70,$94.45,$359.23,0,,1,0,0,$44.13,Sacramento,California,United States,Credit Card
0691-IFBQW,Churned,1,81,Competitor,Competitor made better offer,1,2403,65,Female,1,46,One Year,$110.00,"$4,874.80","$4,983.82",1,Fiber Optic,1,1,20,$2.37,Biola,California,United States,Bank Withdrawal
5375-XLDOF,Stayed,0,51,,,4,6082,24,Male,0,69,Two Year,$114.35,"$7,665.80","$10,295.73",1,Fiber Optic,1,0,27,$37.97,Calipatria,California,United States,Bank Withdrawal
1658-BYGOY,Churned,1,81,Competitor,Competitor made better offer,2,3179,71,Male,1,18,Month-to-Month,$95.45,"$1,752.55","$1,910.88",1,Fiber Optic,1,1,52,$11.33,Los Angeles,California,United States,Bank Withdrawal
4835-YSJMR,Stayed,0,51,,,4,2202,59,Male,0,39,Two Year,$49.80,"$1,971.15","$2,124.42",1,DSL,1,1,15,$3.93,Ceres,California,United States,Bank Withdrawal
6627-CFOSN,Stayed,0,51,,,3,5247,54,Female,0,59,Month-to-Month,$99.45,"$5,623.70","$7,979.48",1,Fiber Optic,1,0,12,$39.42,Madera,California,United States,Bank Withdrawal
3372-KWFBM,Churned,1,81,Dissatisfaction,Network reliability,3,2508,76,Male,1,16,Month-to-Month,$86.60,"$1,281.00","$1,587.88",1,Fiber Optic,1,1,22,$19.18,Bayside,California,United States,Bank Withdrawal
8565-HBFNN,Stayed,0,51,,,4,5935,51,Male,0,69,One Year,$107.20,"$7,317.10","$9,619.63",1,Fiber Optic,1,1,24,$33.37,Los Altos,California,United States,Credit Card
4877-TSOFF,Stayed,0,51,,,3,4489,41,Female,0,55,One Year,$75.75,"$4,264.25","$5,153.05",1,DSL,1,1,29,$16.16,Morongo Valley,California,United States,Bank Withdrawal
3768-VHXQO,Stayed,0,51,,,4,4833,19,Male,0,67,Two Year,$24.85,"$1,583.50","$1,803.26",0,,1,0,0,$3.28,Redondo Beach,California,United States,Credit Card
8840-DQLGN,Churned,1,81,Attitude,Attitude of support person,1,4745,65,Female,1,35,Month-to-Month,$100.50,"$3,653.35","$4,212.65",1,Cable,1,1,22,$15.98,Burbank,California,United States,Bank Withdrawal
6458-CYIDZ,Stayed,0,51,,,4,3468,72,Female,1,5,Month-to-Month,$80.70,$374.80,$556.15,1,Fiber Optic,1,1,17,$36.27,Albion,California,United States,Bank Withdrawal
2011-TRQYE,Churned,1,82,Dissatisfaction,Product dissatisfaction,2,5474,59,Male,0,18,Month-to-Month,$33.50,$600.00,$600.00,1,DSL,0,1,26,$0.00,Deer Park,California,United States,Credit Card
6158-HDPXZ,Joined,0,51,,,4,4193,31,Male,0,1,Month-to-Month,$25.35,$25.35,$25.35,1,DSL,0,1,13,$0.00,San Diego,California,United States,Credit Card
8313-AFGBW,Stayed,0,51,,,4,4795,55,Male,0,47,Two Year,$73.60,"$3,522.65","$4,187.23",1,DSL,1,1,28,$14.14,Los Angeles,California,United States,Bank Withdrawal
4832-VRBMR,Stayed,0,51,,,3,6441,65,Male,1,65,One Year,$103.15,"$6,792.45","$7,874.70",1,Fiber Optic,1,1,5,$16.65,Parker Dam,California,United States,Bank Withdrawal
7105-BENQF,Stayed,0,51,,,4,4442,31,Male,0,15,One Year,$64.85,$950.75,"$1,606.10",1,DSL,1,1,29,$43.69,Tarzana,California,United States,Credit Card
6897-UUBNU,Stayed,0,51,,,4,2681,39,Male,0,29,Month-to-Month,$89.65,"$2,623.65","$3,008.33",1,Fiber Optic,1,0,24,$12.92,North Hollywood,California,United States,Credit Card
0665-XHDJU,Stayed,0,51,,,5,6022,21,Male,0,72,Two Year,$99.40,"$7,285.70","$9,802.10",1,Fiber Optic,1,1,48,$34.95,Monte Rio,California,United States,Bank Withdrawal
7901-IIDQV,Stayed,0,51,,,3,3398,28,Male,0,24,One Year,$54.60,"$1,242.25","$1,394.31",1,Cable,1,1,85,$7.52,San Diego,California,United States,Bank Withdrawal
6834-NXDCA,Churned,1,82,Dissatisfaction,Limited range of services,3,2967,30,Female,0,13,Month-to-Month,$23.90,$300.80,$300.80,1,DSL,0,1,53,$0.00,South Dos Palos,California,United States,Bank Withdrawal
7657-DYEPJ,Churned,1,82,Price,Lack of affordable download/upload speed,3,2645,73,Male,1,38,One Year,$70.15,"$2,497.35","$2,715.85",1,Cable,1,1,30,$5.75,Los Angeles,California,United States,Credit Card
9053-JZFKV,Churned,1,82,Other,Don't know,2,4495,25,Male,0,67,Two Year,$116.20,"$7,752.30","$10,022.26",1,Fiber Optic,1,1,71,$33.88,Redway,California,United States,Credit Card
9614-RMGHA,Churned,1,82,Competitor,Competitor made better offer,3,5530,29,Male,0,65,Month-to-Month,$91.85,"$5,940.85","$8,329.60",1,Fiber Optic,1,1,73,$36.75,San Diego,California,United States,Bank Withdrawal
0254-WWRKD,Stayed,0,51,,,5,5122,44,Female,0,67,One Year,$50.55,"$3,431.75","$6,574.05",1,Cable,1,1,28,$46.90,Challenge,California,United States,Credit Card
0379-DJQHR,Stayed,0,51,,,3,4219,60,Male,0,67,Two Year,$81.35,"$5,398.60","$8,430.35",1,DSL,1,1,18,$45.25,Sunnyvale,California,United States,Credit Card
5022-JNQEQ,Stayed,0,51,,,5,4843,39,Female,0,9,Month-to-Month,$75.85,$647.50,$720.40,1,Fiber Optic,1,1,20,$8.10,Esparto,California,United States,Bank Withdrawal
6860-YRJZP,Stayed,0,51,,,5,2003,66,Male,1,9,Two Year,$74.05,$678.45,"$1,036.38",1,Fiber Optic,1,1,25,$39.77,Sacramento,California,United States,Bank Withdrawal
8388-FYNPZ,Stayed,0,51,,,3,2401,26,Male,0,4,Month-to-Month,$56.75,$245.15,$383.91,1,DSL,1,1,47,$34.69,Pleasant Hill,California,United States,Bank Withdrawal
7851-WZEKY,Churned,1,82,Competitor,Competitor made better offer,2,2414,32,Female,0,2,Month-to-Month,$95.15,$196.90,$273.92,1,Fiber Optic,1,1,25,$38.51,Stockton,California,United States,Bank Withdrawal
6685-XSHHU,Stayed,0,51,,,5,4425,45,Male,0,60,Two Year,$20.95,"$1,270.55","$3,197.75",0,,1,0,0,$32.12,Keyes,California,United States,Bank Withdrawal
4301-VVZKA,Stayed,0,51,,,5,5432,25,Male,0,16,Month-to-Month,$75.40,"$1,189.40","$1,602.68",1,Fiber Optic,1,1,46,$25.83,San Francisco,California,United States,Bank Withdrawal
1122-JWTJW,Churned,1,82,Competitor,Competitor had better devices,1,3463,64,Male,0,1,Month-to-Month,$70.65,$70.65,$108.33,1,Fiber Optic,1,1,26,$37.68,Ocotillo,California,United States,Credit Card
1573-LGXBA,Stayed,0,51,,,4,5833,26,Male,0,57,One Year,$97.55,"$5,598.00","$5,836.26",1,Fiber Optic,1,1,73,$4.18,Soledad,California,United States,Credit Card
4541-RMRLG,Churned,1,82,Attitude,Attitude of support person,3,4489,53,Male,0,7,Month-to-Month,$19.25,$112.30,$176.28,0,,1,0,0,$9.14,Hayward,California,United States,Bank Withdrawal
1894-IGFSG,Churned,1,82,Competitor,Competitor had better devices,1,3161,38,Female,0,22,Month-to-Month,$89.25,"$1,907.85","$2,304.07",1,Fiber Optic,1,1,2,$18.01,Lancaster,California,United States,Bank Withdrawal
2077-DDHJK,Stayed,0,50,,,4,4114,48,Female,0,68,Two Year,$70.90,"$4,911.35","$6,725.86",1,DSL,1,1,9,$27.41,Goleta,California,United States,Credit Card
0883-EIBTI,Churned,1,82,Dissatisfaction,Limited range of services,3,2484,23,Female,0,2,Month-to-Month,$19.50,$31.55,$87.59,0,,1,0,0,$28.02,Clarksburg,California,United States,Mailed Check
7971-HLVXI,Stayed,0,50,,,5,6202,62,Male,0,72,Two Year,$84.50,"$6,130.85","$9,298.85",1,Fiber Optic,1,1,20,$44.00,San Bernardino,California,United States,Credit Card
4154-AQUGT,Churned,1,82,Competitor,Competitor made better offer,1,3861,76,Male,1,13,Month-to-Month,$89.05,"$1,169.35","$1,188.46",1,Fiber Optic,1,1,5,$1.47,San Diego,California,United States,Bank Withdrawal
1732-FEKLD,Stayed,0,50,,,4,5665,30,Female,0,54,One Year,$94.75,"$5,121.75","$7,224.85",1,Fiber Optic,1,0,30,$37.65,Newport Beach,California,United States,Bank Withdrawal
3587-PMCOY,Stayed,0,50,,,3,4614,37,Male,0,10,One Year,$98.90,"$1,064.95","$1,528.25",1,Fiber Optic,1,1,26,$46.33,Placerville,California,United States,Bank Withdrawal
5469-NUJUR,Stayed,0,50,,,4,2831,58,Male,0,19,Two Year,$19.95,$373.50,$736.40,0,,1,0,0,$19.10,Zenia,California,United States,Credit Card
9101-BWFSS,Churned,1,82,Other,Moved,2,4274,58,Female,0,50,One Year,$108.55,"$5,610.70","$7,082.20",1,Fiber Optic,1,1,14,$29.43,Tollhouse,California,United States,Bank Withdrawal
1228-ZLNBX,Stayed,0,50,,,3,2847,25,Male,0,21,Month-to-Month,$75.30,"$1,570.70","$1,639.16",1,Fiber Optic,1,1,51,$3.26,Farmington,California,United States,Credit Card
7714-YXSMB,Stayed,0,50,,,3,2921,60,Female,0,26,Month-to-Month,$100.50,"$2,599.95","$3,267.11",1,Fiber Optic,1,1,3,$25.66,Irvine,California,United States,Bank Withdrawal
8917-SZTTJ,Stayed,0,50,,,5,6315,31,Male,0,60,Two Year,$19.65,"$1,161.75","$2,480.55",0,,1,0,0,$21.98,Los Angeles,California,United States,Credit Card
7321-KKSDU,Stayed,0,50,,,4,3114,38,Male,0,32,Two Year,$20.50,$696.80,"$1,238.88",0,,1,0,0,$16.94,San Marino,California,United States,Credit Card
3855-ONCAR,Stayed,0,50,,,4,5775,35,Female,0,4,Month-to-Month,$78.90,$299.75,$430.46,1,Fiber Optic,1,1,53,$41.93,Arcadia,California,United States,Credit Card
8387-MOJJT,Churned,1,82,Competitor,Competitor made better offer,1,5396,53,Female,0,42,Month-to-Month,$77.95,"$3,384.00","$4,812.84",1,Fiber Optic,1,1,18,$34.02,Nubieber,California,United States,Credit Card
0238-WHBIQ,Stayed,0,50,,,3,4193,25,Male,0,72,Two Year,$89.70,"$6,339.30","$8,769.30",1,Cable,1,1,30,$33.75,Folsom,California,United States,Credit Card
1891-FZYSA,Churned,1,82,Competitor,Competitor had better devices,1,6363,65,Male,1,69,Month-to-Month,$89.95,"$6,143.15","$7,373.82",1,Fiber Optic,1,0,4,$16.34,Piercy,California,United States,Bank Withdrawal
5293-WXJAK,Churned,1,82,Competitor,Competitor offered more data,3,4553,73,Female,1,11,Month-to-Month,$104.05,"$1,133.65","$1,323.40",1,Fiber Optic,1,1,27,$17.25,San Jose,California,United States,Bank Withdrawal
9251-AWQGT,Stayed,0,50,,,5,2608,19,Female,0,48,Two Year,$20.00,$935.90,"$1,404.86",0,,1,0,0,$9.77,Palmdale,California,United States,Credit Card
8325-QRPZR,Stayed,0,50,,,3,4216,56,Female,0,7,Month-to-Month,$75.15,$525.00,$745.42,1,Fiber Optic,1,0,10,$30.06,Benicia,California,United States,Bank Withdrawal
9720-JJJOR,Stayed,0,50,,,3,4565,20,Male,0,41,One Year,$60.30,"$2,511.30","$2,610.93",1,DSL,1,1,69,$2.43,San Ysidro,California,United States,Bank Withdrawal
5451-YHYPW,Stayed,0,50,,,3,6205,75,Female,1,72,Two Year,$115.75,"$8,443.70","$11,795.78",1,Fiber Optic,1,0,24,$44.89,San Francisco,California,United States,Credit Card
7407-SUJIZ,Stayed,0,50,,,3,2305,33,Male,0,25,Month-to-Month,$20.60,$541.50,$875.50,0,,1,0,0,$13.36,Los Angeles,California,United States,Credit Card
0748-RDGGM,Churned,1,82,Price,Long distance charges,2,6136,38,Male,0,70,One Year,$109.50,"$7,534.65","$10,308.75",1,Fiber Optic,1,1,26,$39.63,Tarzana,California,United States,Bank Withdrawal
0895-LMRSF,Stayed,0,50,,,4,3314,34,Male,0,23,One Year,$64.90,"$1,509.80","$2,707.00",1,Cable,1,0,23,$46.40,Imperial Beach,California,United States,Bank Withdrawal
4277-UDIEF,Stayed,0,50,,,3,3019,51,Male,0,24,Month-to-Month,$81.00,"$1,923.85","$3,020.17",1,Cable,1,1,26,$45.68,Nuevo,California,United States,Bank Withdrawal
4342-HFXWS,Stayed,0,50,,,3,3442,19,Female,0,48,One Year,$69.70,"$3,023.65","$5,167.33",1,DSL,1,1,27,$44.66,Santa Monica,California,United States,Bank Withdrawal
5027-QPKTE,Churned,1,82,Competitor,Competitor had better devices,1,4292,39,Male,0,7,Month-to-Month,$69.35,$451.10,$564.35,1,Fiber Optic,1,0,28,$14.75,Modesto,California,United States,Bank Withdrawal
2908-ZTPNF,Stayed,0,50,,,4,4452,41,Female,0,36,Month-to-Month,$34.85,"$1,267.20","$1,267.20",1,Cable,0,1,2,$0.00,Pleasanton,California,United States,Bank Withdrawal
4825-XJGDM,Stayed,0,50,,,4,4051,59,Female,0,61,One Year,$43.70,"$2,696.55","$2,696.55",1,DSL,0,1,8,$0.00,Mccloud,California,United States,Credit Card
8051-HJRLT,Churned,1,82,Attitude,Attitude of service provider,3,2146,72,Female,1,1,Month-to-Month,$70.55,$70.55,$88.75,1,Fiber Optic,1,1,13,$18.20,Wrightwood,California,United States,Bank Withdrawal
8430-TWCBX,Stayed,0,50,,,3,4074,62,Female,0,49,One Year,$20.70,"$1,032.05","$2,461.87",0,,1,0,0,$29.18,Novato,California,United States,Credit Card
0253-ZTEOB,Stayed,0,50,,,4,3246,44,Female,0,48,Two Year,$79.65,"$3,870.30","$4,299.42",1,DSL,1,1,27,$8.94,Los Angeles,California,United States,Bank Withdrawal
0581-BXBUB,Stayed,0,50,,,4,4503,76,Female,1,4,Two Year,$72.75,$317.75,$460.43,1,Fiber Optic,1,1,8,$35.67,Penn Valley,California,United States,Bank Withdrawal
4851-BQDNX,Stayed,0,50,,,4,5904,56,Male,0,40,One Year,$85.05,"$3,355.65","$3,893.90",1,Fiber Optic,1,1,22,$14.41,Oxnard,California,United States,Bank Withdrawal
2070-XYMFH,Stayed,0,50,,,5,3558,66,Female,1,23,Two Year,$79.35,"$1,835.30","$2,020.45",1,Fiber Optic,1,1,18,$8.72,Long Beach,California,United States,Credit Card
9921-QFQUL,Stayed,0,50,,,4,5110,33,Female,0,23,Month-to-Month,$90.15,"$2,044.95","$2,554.86",1,Fiber Optic,1,1,15,$22.17,Garden Valley,California,United States,Credit Card
0743-HNPFG,Stayed,0,50,,,3,5628,50,Female,0,51,One Year,$69.75,"$3,562.50","$4,477.95",1,DSL,1,1,14,$17.95,Butte City,California,United States,Credit Card
5766-FTRTS,Stayed,0,50,,,3,6297,35,Male,0,72,Two Year,$84.45,"$6,033.10","$8,557.42",1,DSL,1,1,26,$35.06,El Segundo,California,United States,Credit Card
9359-JANWS,Stayed,0,50,,,4,5657,22,Female,0,65,Two Year,$58.90,"$3,857.10","$6,087.25",1,DSL,1,1,71,$34.31,North Hills,California,United States,Credit Card
5373-SFODM,Churned,1,82,Dissatisfaction,Product dissatisfaction,2,3041,65,Male,1,36,Month-to-Month,$85.25,"$3,132.75","$4,016.19",1,Fiber Optic,1,1,5,$24.54,San Lucas,California,United States,Credit Card
7924-GJZFI,Stayed,0,50,,,4,4442,75,Female,1,25,Two Year,$69.30,"$1,813.10","$2,777.85",1,Fiber Optic,1,1,24,$38.59,Jackson,California,United States,Bank Withdrawal
0376-YMCJC,Churned,1,82,Competitor,Competitor offered higher download speeds,2,4359,21,Male,0,23,Month-to-Month,$90.60,"$1,943.20","$2,828.34",1,Cable,1,1,69,$38.69,Novato,California,United States,Bank Withdrawal
6818-DJXAA,Stayed,0,50,,,3,3857,43,Female,0,10,Month-to-Month,$91.10,$964.35,"$1,393.65",1,Fiber Optic,1,1,52,$42.93,Alturas,California,United States,Bank Withdrawal
5268-DSMNQ,Stayed,0,50,,,5,5428,65,Female,1,62,One Year,$97.95,"$5,936.55","$6,643.97",1,Fiber Optic,1,1,25,$11.41,Farmington,California,United States,Credit Card
1042-HFUCW,Stayed,0,50,,,5,5136,37,Female,0,25,One Year,$54.75,"$1,266.35","$2,248.09",1,DSL,1,1,27,$39.90,Cobb,California,United States,Credit Card
0311-UNPFF,Churned,1,82,Dissatisfaction,Service dissatisfaction,2,4910,58,Female,0,26,Month-to-Month,$88.80,"$2,274.35","$3,314.69",1,Fiber Optic,1,0,22,$38.09,Long Beach,California,United States,Bank Withdrawal
7028-DVOIQ,Churned,1,82,Other,Don't know,1,2074,71,Male,1,35,Month-to-Month,$99.05,"$3,395.80","$4,244.85",1,Fiber Optic,1,0,19,$20.83,Birds Landing,California,United States,Bank Withdrawal
1093-YSWCA,Stayed,0,50,,,3,5433,45,Male,0,11,Two Year,$19.55,$223.15,$385.15,0,,1,0,0,$17.12,Corona,California,United States,Credit Card
9565-JSNFM,Churned,1,82,Price,Lack of affordable download/upload speed,3,5437,39,Male,0,38,One Year,$70.45,"$2,597.60","$3,878.58",1,Fiber Optic,1,1,17,$33.71,Meadow Valley,California,United States,Bank Withdrawal
8922-LIEGH,Churned,1,82,Dissatisfaction,Poor expertise of online support,3,4078,72,Female,1,25,Month-to-Month,$89.70,"$2,187.55","$3,073.22",1,Fiber Optic,1,1,6,$36.36,Jolon,California,United States,Bank Withdrawal
2212-LYASK,Stayed,0,49,,,4,2068,25,Male,0,27,One Year,$45.85,"$1,246.40","$1,276.40",1,DSL,0,0,27,$0.00,Brea,California,United States,Credit Card
2921-XWDJH,Stayed,0,49,,,3,2768,76,Female,1,38,Two Year,$83.45,"$3,147.15","$3,252.13",1,Fiber Optic,1,1,15,$3.42,Glendale,California,United States,Bank Withdrawal
7758-XKCBS,Churned,1,82,Competitor,Competitor offered more data,1,5518,56,Male,0,15,Month-to-Month,$29.70,$438.25,$528.25,1,DSL,0,0,29,$0.00,Reseda,California,United States,Bank Withdrawal
8433-WXGNA,Churned,1,82,Other,Don't know,1,4676,55,Male,0,2,Month-to-Month,$75.70,$189.20,$273.52,1,Cable,1,1,2,$42.16,Salinas,California,United States,Bank Withdrawal
1247-QBVSH,Stayed,0,49,,,4,5284,41,Female,0,43,Month-to-Month,$50.20,"$2,169.40","$2,798.92",1,DSL,1,1,19,$14.64,Santa Margarita,California,United States,Mailed Check
0148-DCDOS,Churned,1,82,Competitor,Competitor had better devices,1,5641,41,Male,0,25,Month-to-Month,$94.70,"$2,362.10","$3,234.10",1,Fiber Optic,1,1,8,$34.88,Planada,California,United States,Bank Withdrawal
1845-CSBRZ,Stayed,0,49,,,5,2656,71,Female,1,22,Two Year,$85.35,"$1,961.60","$2,845.78",1,Fiber Optic,1,1,27,$40.19,Pomona,California,United States,Bank Withdrawal
3285-UCQVC,Churned,1,82,Other,Don't know,2,4429,31,Female,0,37,Month-to-Month,$28.60,$973.55,$973.55,1,DSL,0,1,10,$0.00,Seaside,California,United States,Credit Card
0956-SYCWG,Stayed,0,49,,,3,2024,61,Female,0,13,One Year,$19.65,$244.80,$675.49,0,,1,0,0,$33.13,Agoura Hills,California,United States,Bank Withdrawal
2885-HIJDH,Stayed,0,49,,,3,4667,47,Male,0,69,Two Year,$86.90,"$6,194.10","$8,012.25",1,DSL,1,1,53,$26.35,Tecate,California,United States,Bank Withdrawal
1732-VHUBQ,Churned,1,82,Competitor,Competitor made better offer,3,4457,73,Female,1,47,Month-to-Month,$70.55,"$3,309.25","$4,548.91",1,Fiber Optic,1,1,26,$26.95,Escondido,California,United States,Bank Withdrawal
3213-VVOLG,Stayed,0,49,,,4,2299,22,Male,0,10,Two Year,$25.35,$253.50,$617.20,0,,1,0,0,$36.37,Sun City,California,United States,Credit Card
6369-MCAKO,Stayed,0,49,,,3,5001,50,Female,0,68,Two Year,$89.05,"$6,185.80","$9,443.68",1,DSL,1,1,23,$47.91,Monterey Park,California,United States,Bank Withdrawal
3132-TVFDZ,Churned,1,82,Attitude,Attitude of support person,2,5172,70,Male,1,57,Month-to-Month,$44.85,"$2,572.95","$2,560.88",1,Cable,0,1,3,$0.00,Glendale,California,United States,Bank Withdrawal
1757-TCATG,Stayed,0,49,,,3,3942,24,Male,0,35,One Year,$20.05,$746.75,"$2,182.45",0,,1,0,0,$41.02,Huntington Beach,California,United States,Bank Withdrawal
1077-HUUJM,Stayed,0,49,,,5,4668,48,Female,0,7,Month-to-Month,$71.05,$472.65,$682.15,1,Fiber Optic,1,0,13,$28.50,Rancho Cucamonga,California,United States,Bank Withdrawal
5035-PGZXH,Stayed,0,49,,,3,6161,49,Female,0,56,One Year,$106.80,"$5,914.40","$7,760.48",1,Fiber Optic,1,0,2,$32.43,Chico,California,United States,Bank Withdrawal
6122-LJADA,Stayed,0,49,,,3,5824,31,Male,0,70,Two Year,$90.15,"$6,237.05","$6,412.05",1,Cable,1,1,13,$2.50,Lower Lake,California,United States,Credit Card
4361-JEIVL,Churned,1,82,Attitude,Attitude of service provider,3,4067,29,Male,0,1,Month-to-Month,$44.40,$44.40,$51.54,1,DSL,1,1,52,$7.14,Greenfield,California,United States,Bank Withdrawal
7569-NMZYQ,Stayed,0,49,,,4,5475,33,Female,0,72,Two Year,$118.75,"$8,672.45","$11,634.53",1,Fiber Optic,1,1,53,$41.14,Middletown,California,United States,Bank Withdrawal
9286-DOJGF,Churned,1,82,Dissatisfaction,Product dissatisfaction,1,5165,66,Female,1,38,Month-to-Month,$74.95,"$2,869.85","$3,469.49",1,Fiber Optic,1,1,30,$15.78,Lotus,California,United States,Bank Withdrawal
3308-JSGML,Stayed,0,49,,,3,6306,77,Male,1,59,Two Year,$64.05,"$3,886.85","$3,886.85",1,Cable,0,1,6,$0.00,Shandon,California,United States,Credit Card
9496-IVVRP,Stayed,0,49,,,3,5777,42,Female,0,11,Month-to-Month,$51.00,$581.70,"$1,134.94",1,DSL,1,0,57,$44.84,Lake Elsinore,California,United States,Bank Withdrawal
0519-DRGTI,Stayed,0,49,,,4,2522,58,Female,0,20,Month-to-Month,$20.35,$442.60,"$1,291.80",0,,1,0,0,$42.46,Stockton,California,United States,Credit Card
2332-EFBJY,Churned,1,82,Price,Long distance charges,1,3438,35,Male,0,16,Month-to-Month,$19.70,$342.40,$434.24,0,,1,0,0,$5.74,Sherman Oaks,California,United States,Credit Card
1623-NLDOT,Churned,1,82,Competitor,Competitor had better devices,2,2044,55,Female,0,42,One Year,$33.55,"$1,445.30","$1,495.30",1,Cable,0,0,5,$0.00,Lancaster,California,United States,Mailed Check
5756-JYOJT,Stayed,0,49,,,3,3206,55,Female,0,11,One Year,$64.90,$697.25,$752.25,1,Cable,1,1,23,$5.00,Santa Ana,California,United States,Credit Card
4039-HEUNW,Churned,1,82,Price,Lack of affordable download/upload speed,3,4652,77,Male,1,36,Month-to-Month,$96.50,"$3,436.10","$4,034.06",1,Fiber Optic,1,1,3,$16.61,Irvine,California,United States,Bank Withdrawal
1614-JBEBI,Stayed,0,49,,,5,3330,59,Female,0,8,Month-to-Month,$20.70,$137.60,$349.36,0,,1,0,0,$26.47,Georgetown,California,United States,Mailed Check
9289-LBQVU,Stayed,0,49,,,4,5037,24,Male,0,64,One Year,$70.15,"$4,480.70","$6,588.22",1,DSL,1,1,26,$32.93,Hemet,California,United States,Credit Card
0780-XNZFN,Stayed,0,49,,,5,4193,60,Male,0,57,Two Year,$20.65,"$1,125.60","$1,221.93",0,,1,0,0,$1.69,Oakland,California,United States,Bank Withdrawal
3565-UNOCC,Churned,1,82,Competitor,Competitor offered higher download speeds,1,3179,65,Female,1,29,Month-to-Month,$99.05,"$2,952.85","$3,600.42",1,Fiber Optic,1,1,6,$22.33,Stockton,California,United States,Bank Withdrawal
3956-CJUST,Stayed,0,49,,,4,2491,67,Female,1,23,One Year,$75.40,"$1,643.55","$2,128.81",1,Fiber Optic,1,0,25,$17.62,San Francisco,California,United States,Bank Withdrawal
9063-ZGTUY,Churned,1,82,Price,Long distance charges,3,4221,22,Female,0,61,Month-to-Month,$19.40,"$1,182.55","$4,005.02",0,,1,0,0,$46.27,Adelanto,California,United States,Credit Card
